GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_MANUSE,OA_SEX,OA_WEIGHT,VE_GAD1,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
1370,19,-7,181,5,2002,2300,35,Truck (<=6000 lbs.),26,Not Deployed,173,0,1,Male,66,Left,139,275,65,3.8225
1390,14,-8,181,5,2003,1870,45,Passenger Car,42,Not Deployed,173,1,1,Male,73,Left,157,274,75,4.3018
1440,-13,-5,181,5,2002,1520,40,Passenger Car,37,Not Deployed,188,1,1,Male,75,Right,155,272,205,4.216
1580,0,-11,181,5,2001,1450,35,Passenger Car,36,Deployed,185,1,1,Male,122,Front,152,275,135,4.18
1220,0,-18,180,2,2003,1570,35,Passenger Car,24,Not Deployed,178,1,1,Male,88,Front,147,260,135,3.822
1420,12,-21,180,2,2000,1190,55,Passenger Car,22,Deployed,168,0,1,Male,84,Front,153,266,105,4.0698
1510,0,-24,180,2,2003,1820,45,Passenger Car,57,Not Deployed,173,0,1,Male,98,Front,157,276,135,4.3332
1660,12,-2,180,2,2002,1000,25,Passenger Car,33,Not Deployed,170,0,0,Male,78,Left,154,291,55,4.4814
1800,-6,-5,180,2,2008,1100,25,Truck (<=6000 lbs.),27,Not Deployed,178,1,1,Male,98,Right,161,358,185,5.7638
1220,0,20,180,3,2006,2070,45,Passenger Car,29,Not Deployed,173,0,1,Male,73,Rear,149,270,315,4.023
1720,0,17,180,3,2009,1990,45,Passenger Car,41,Deployed,180,1,1,Male,113,Rear,160,305,315,4.88
1370,0,-27,180,4,2011,1520,35,Passenger Car,23,Deployed,180,0,1,Male,59,Front,151,265,135,4.0015
1590,0,-15,180,4,2001,2510,25,Passenger Car,42,Not Deployed,168,0,1,Male,86,Front,156,281,135,4.3836
1650,0,-14,180,5,2007,1160,50,Passenger Car,23,Deployed,175,1,0,Male,84,Front,157,281,135,4.4117
1820,0,-15,180,5,2005,2680,60,Truck (<=6000 lbs.),39,Deployed,165,1,1,Male,77,Front,162,288,135,4.6656
1120,4,-21,179,2,2000,1630,25,Passenger Car,30,Deployed,191,2,1,Male,104,Front,146,257,125,3.7522
1370,0,-16,179,2,2000,1440,55,Passenger Car,51,Not Deployed,185,0,1,Male,86,Front,150,272,135,4.08
1560,20,-11,179,2,2003,1220,35,Passenger Car,40,Not Deployed,147,1,0,Male,73,Left,154,272,75,4.1888
1760,7,-19,179,2,2001,1920,45,Passenger Car,56,Deployed,157,2,1,Male,59,Front,155,274,115,4.247
1820,-11,-6,179,2,2001,1270,40,Passenger Car,68,Not Deployed,175,1,1,Male,98,Right,159,285,195,4.5315
2640,-3,-15,179,2,2002,1770,25,Truck (<=10000 lbs.),44,Not Deployed,180,0,1,Male,100,Front,174,400,145,6.96
1200,2,13,179,3,2005,1460,35,Passenger Car,64,Not Deployed,183,1,1,Male,100,Rear,148,253,325,3.7444
1260,-21,-12,179,4,2009,2100,35,Passenger Car,63,Deployed,175,2,0,Male,86,Right,149,262,195,3.9038
1380,0,15,179,4,2003,1210,35,Passenger Car,35,Not Deployed,170,0,1,Male,73,Rear,150,272,315,4.08
1410,-6,-17,178,2,2003,1940,25,Passenger Car,19,Deployed,183,1,1,Male,75,Front,151,256,155,3.8656
1670,19,-7,178,2,2004,1150,30,Truck (<=6000 lbs.),40,Not Deployed,180,1,1,Male,150,Left,151,254,65,3.8354
1900,14,-8,178,2,2001,1490,30,Truck (<=6000 lbs.),78,Not Deployed,168,4,1,Male,91,Left,142,272,75,3.8624
1410,-12,-7,178,3,2003,1600,70,Truck (<=6000 lbs.),36,Not Deployed,168,0,1,Male,121,Right,148,262,195,3.8776
1510,-4,-12,178,4,2003,1280,35,Passenger Car,27,Not Deployed,185,1,1,Male,98,Front,157,276,155,4.3332
1330,4,-25,178,5,2001,1500,40,Passenger Car,29,Not Deployed,163,0,1,Male,72,Front,151,256,125,3.8656
1840,4,-12,178,5,2000,1250,30,Truck (<=6000 lbs.),36,Not Deployed,183,0,1,Male,93,Front,149,283,115,4.2167
1990,-6,-11,178,6,2003,1490,35,Truck (<=6000 lbs.),66,Deployed,183,1,1,Male,93,Front,168,300,165,5.04
1500,14,-8,177,2,2003,1500,55,Truck (<=6000 lbs.),76,Not Deployed,170,0,1,Male,84,Left,159,305,75,4.8495
1520,-5,-28,177,2,2002,1190,25,Passenger Car,72,Deployed,175,1,1,Male,70,Front,158,276,145,4.3608
2040,3,-16,177,2,2003,1070,35,Truck (<=6000 lbs.),22,Not Deployed,178,1,1,Male,107,Front,150,289,125,4.335
1160,0,21,177,3,2001,1560,60,Passenger Car,43,Not Deployed,193,0,1,Male,118,Rear,149,262,315,3.9038
1560,2,-9,177,3,2007,1450,55,Passenger Car,59,Not Deployed,191,1,1,Male,90,Left,157,289,125,4.5373
1740,-16,-3,177,3,2006,1560,35,Passenger Car,33,Not Deployed,178,0,1,Male,77,Right,154,271,215,4.1734
2970,7,-2,177,3,2005,1050,45,Truck (<=10000 lbs.),44,Not Deployed,183,1,1,Male,113,Left,168,401,65,6.7368
1280,-10,-6,177,4,2007,1620,35,Passenger Car,58,Not Deployed,173,0,1,Male,111,Right,150,260,195,3.9
1410,6,-16,177,4,2003,1430,40,Passenger Car,28,Not Deployed,168,1,1,Male,93,Front,148,252,115,3.7296
1640,-6,-10,177,4,2007,1160,45,Truck (<=6000 lbs.),16,Not Deployed,165,1,1,Male,73,Right,154,262,165,4.0348
1730,-8,-14,177,4,2000,1800,25,Truck (<=6000 lbs.),66,Not Deployed,150,0,1,Male,82,Right,142,272,165,3.8624
1960,0,-25,177,4,2001,1210,45,Truck (<=6000 lbs.),38,Deployed,170,0,1,Male,78,Front,149,320,135,4.768
1140,6,-17,177,5,2000,1940,40,Passenger Car,24,Deployed,180,1,0,Male,75,Front,149,262,115,3.9038
1400,0,-21,177,5,2001,2220,45,Passenger Car,32,Not Deployed,168,0,1,Male,82,Front,151,262,135,3.9562
1430,0,-25,177,5,2000,1330,35,Passenger Car,37,Deployed,185,0,1,Male,100,Front,148,273,135,4.0404
1600,0,-15,177,5,2007,2780,60,Truck (<=6000 lbs.),35,Deployed,178,0,1,Male,73,Front,156,262,135,4.0872
2170,-9,-16,177,6,2000,1390,35,Truck (<=10000 lbs.),40,Not Deployed,180,1,1,Male,111,Front,170,352,165,5.984
1600,14,-2,177,7,2004,1590,55,Passenger Car,27,Not Deployed,170,0,1,Male,78,Left,148,271,55,4.0108
1870,-4,-10,177,7,2003,1310,35,Truck (<=6000 lbs.),48,Deployed,170,1,1,Male,70,Front,162,307,155,4.9734
1160,0,19,176,4,2000,1930,40,Passenger Car,57,Not Deployed,173,2,1,Male,88,Rear,148,262,315,3.8776
1500,0,-38,176,5,2009,1840,40,Passenger Car,61,Deployed,178,3,1,Male,64,Front,158,278,135,4.3924
2450,-5,-15,176,5,2004,1840,45,Truck (<=10000 lbs.),60,Deployed,180,1,1,Male,102,Front,172,352,155,6.0544
2200,0,15,175,1,2004,2530,60,Truck (<=10000 lbs.),43,Not Deployed,178,0,1,Male,95,Rear,158,279,315,4.4082
1210,4,-21,175,2,2008,1530,50,Passenger Car,35,Deployed,183,1,1,Male,93,Front,148,261,125,3.8628
1410,-24,14,175,2,2005,1190,55,Truck (<=6000 lbs.),49,Not Deployed,163,0,1,Male,64,Right,148,262,255,3.8776
1440,10,-6,175,2,2000,1220,35,Passenger Car,21,Not Deployed,173,0,1,Male,70,Front,152,257,75,3.9064
1900,-13,-15,175,2,2003,1690,35,Passenger Car,24,Deployed,185,1,0,Male,104,Right,164,290,175,4.756
1190,-4,-20,175,3,2000,1050,40,Passenger Car,28,Deployed,175,1,0,Male,64,Front,146,254,145,3.7084
1630,4,-10,175,3,2007,1480,45,Passenger Car,30,Deployed,188,1,1,Male,91,Left,151,276,115,4.1676
1670,7,-19,175,3,2001,2400,30,Passenger Car,46,Not Deployed,175,1,1,Male,82,Front,153,283,115,4.3299
1750,7,-20,175,3,2001,2090,25,Truck (<=6000 lbs.),63,Not Deployed,180,1,1,Male,104,Front,162,303,115,4.9086
1160,-8,-13,175,4,2004,1820,30,Passenger Car,18,Not Deployed,185,1,1,Male,82,Front,147,262,165,3.8514
1300,16,-3,175,5,2000,2600,35,Passenger Car,25,Not Deployed,185,1,1,Male,127,Left,150,251,55,3.765
1590,-5,-9,175,5,2004,1440,30,Passenger Car,22,Not Deployed,188,0,1,Male,113,Front,158,287,165,4.5346
1190,0,-17,174,2,2009,1920,70,Passenger Car,18,Not Deployed,173,0,1,Male,77,Front,147,261,135,3.8367
1450,3,-16,174,2,2002,1260,55,Passenger Car,47,Deployed,168,3,1,Male,86,Left,153,274,125,4.1922
1630,-17,-6,174,2,2007,1500,35,Passenger Car,84,Not Deployed,178,0,1,Male,86,Right,158,281,205,4.4398
1720,2,-14,174,2,2002,2170,45,Truck (<=6000 lbs.),22,Not Deployed,178,0,0,Male,73,Front,142,312,125,4.4304
2090,2,-10,174,2,2007,1870,40,Truck (<=10000 lbs.),21,Not Deployed,173,1,1,Male,82,Front,170,367,125,6.239
1160,11,-19,174,3,2001,1070,25,Passenger Car,41,Deployed,173,1,1,Male,141,Left,147,267,105,3.9249
1460,14,-2,174,3,2003,1280,45,Passenger Car,16,Not Deployed,178,0,1,Male,86,Left,151,270,55,4.077
1660,-8,-14,174,3,2002,1780,30,Passenger Car,29,Not Deployed,188,1,1,Male,127,Front,153,275,165,4.2075
2110,-2,13,174,3,2002,1900,45,Truck (<=10000 lbs.),25,Not Deployed,188,0,1,Male,79,Rear,172,305,305,5.246
1570,9,-11,174,4,2000,1050,25,Passenger Car,19,Deployed,175,0,1,Male,80,Front,158,287,95,4.5346
2160,2,-10,174,4,2000,1670,30,Truck (<=10000 lbs.),57,Not Deployed,170,0,1,Male,78,Left,174,351,125,6.1074
2360,-8,-9,174,4,2002,2130,40,Truck (<=10000 lbs.),49,Not Deployed,178,3,1,Male,136,Right,168,300,175,5.04
2390,8,-6,174,4,2005,1720,55,Truck (<=6000 lbs.),47,Not Deployed,170,1,1,Male,86,Left,173,313,85,5.4149
2440,-6,-10,174,4,2004,1600,40,Truck (<=6000 lbs.),18,Not Deployed,173,0,1,Male,79,Right,173,313,165,5.4149
1360,-4,20,174,5,2004,2070,60,Passenger Car,30,Not Deployed,191,1,1,Male,73,Rear,149,253,305,3.7697
1460,-2,13,174,5,2002,2080,35,Passenger Car,61,Not Deployed,170,0,1,Male,78,Rear,154,272,305,4.1888
2270,5,-8,174,5,2003,2180,45,Truck (<=10000 lbs.),61,Not Deployed,180,1,1,Male,91,Front,170,343,105,5.831
2580,0,-11,174,5,2001,1870,35,Truck (<=6000 lbs.),21,Deployed,183,0,1,Male,86,Front,169,270,135,4.563
1830,-11,-4,174,7,2001,1430,45,Truck (<=6000 lbs.),55,Not Deployed,183,2,1,Male,61,Right,170,305,205,5.185
1060,9,-24,173,2,2001,1300,45,Passenger Car,28,Not Deployed,170,0,1,Male,79,Front,150,262,115,3.93
1200,-26,-15,173,2,2005,1910,45,Passenger Car,44,Deployed,170,2,1,Male,78,Right,148,261,195,3.8628
1260,20,-3,173,2,2002,1320,35,Passenger Car,32,Not Deployed,183,1,1,Male,128,Left,149,257,55,3.8293
1500,-6,-15,173,2,2004,1500,55,Passenger Car,25,Deployed,165,1,1,Male,59,Front,152,270,155,4.104
1710,-3,-15,173,2,2006,1460,30,Passenger Car,16,Not Deployed,170,0,0,Male,54,Front,160,305,145,4.88
1100,-4,-25,173,4,2000,1540,35,Passenger Car,23,Deployed,183,0,1,Male,100,Front,146,246,145,3.5916
2290,7,-20,173,4,2004,1980,45,Truck (<=10000 lbs.),56,Not Deployed,193,1,0,Male,134,Front,172,357,115,6.1404
1120,0,-20,173,5,2001,1250,35,Passenger Car,26,Not Deployed,175,0,1,Male,73,Front,146,246,135,3.5916
1420,-4,-25,173,5,2002,1615,35,Passenger Car,53,Deployed,178,1,1,Male,79,Front,154,272,145,4.1888
1430,9,-24,172,2,2003,1770,45,Truck (<=6000 lbs.),46,Deployed,183,1,1,Male,84,Front,148,262,115,3.8776
1520,10,6,172,2,2001,1330,35,Passenger Car,42,Not Deployed,183,1,1,Male,124,Left,158,276,15,4.3608
1760,0,-16,172,2,2001,1210,55,Truck (<=6000 lbs.),53,Deployed,170,1,1,Male,102,Front,161,275,135,4.4275
1850,16,-19,172,2,2007,1600,35,Truck (<=6000 lbs.),47,Not Deployed,183,1,1,Male,91,Left,156,295,95,4.602
1210,-7,-18,172,3,2004,1110,30,Passenger Car,27,Not Deployed,180,0,1,Male,134,Front,146,264,155,3.8544
1230,0,-21,172,3,2002,1420,50,Passenger Car,25,Not Deployed,178,1,1,Male,77,Front,147,261,135,3.8367
1260,-4,-12,172,3,2002,1440,35,Passenger Car,23,Not Deployed,175,0,1,Male,100,Front,147,261,155,3.8367
1380,-14,-8,172,3,2005,1700,40,Passenger Car,18,Not Deployed,168,0,1,Male,100,Right,155,280,195,4.34
1390,-16,-27,172,3,2001,1700,40,Passenger Car,48,Deployed,175,2,1,Male,54,Front,150,272,165,4.08
1870,-13,-11,172,3,2006,1330,35,Truck (<=6000 lbs.),35,Not Deployed,191,1,1,Male,136,Right,160,305,185,4.88
1910,6,-7,172,3,2000,1160,30,Truck (<=6000 lbs.),60,Not Deployed,168,1,1,Male,68,Left,169,300,95,5.07
2380,-7,-4,172,3,2004,2580,45,Truck (<=10000 lbs.),33,Not Deployed,170,0,1,Male,78,Right,174,351,195,6.1074
1490,0,-18,172,4,2004,1670,45,Passenger Car,34,Deployed,183,1,1,Male,88,Front,154,270,135,4.158
1450,3,-19,172,5,2000,1070,35,Passenger Car,36,Deployed,170,0,1,Male,78,Front,146,261,125,3.8106
1450,-12,-33,172,5,2000,1550,45,Truck (<=6000 lbs.),18,Deployed,183,1,0,Male,78,Front,153,262,155,4.0086
1180,-14,-12,172,6,2007,1530,30,Passenger Car,25,Not Deployed,165,0,1,Male,59,Right,147,260,185,3.822
1180,-2,14,171,2,2006,1210,35,Passenger Car,25,Not Deployed,170,1,1,Male,57,Rear,147,260,305,3.822
1190,0,-17,171,2,2003,1460,15,Passenger Car,24,Deployed,188,0,1,Male,104,Front,145,264,135,3.828
1220,-4,-22,171,2,2003,1760,40,Passenger Car,35,Not Deployed,188,0,1,Male,91,Front,149,262,145,3.9038
1340,0,-26,171,2,2008,1630,40,Passenger Car,30,Deployed,180,0,1,Male,86,Front,149,261,135,3.8889
1490,12,-7,171,2,2006,2340,30,Passenger Car,23,Not Deployed,175,0,1,Male,61,Left,155,274,75,4.247
1180,0,17,171,3,2001,1470,30,Passenger Car,62,Not Deployed,170,0,1,Male,68,Rear,145,264,315,3.828
1310,0,-24,171,3,2005,1530,25,Passenger Car,70,Not Deployed,175,0,1,Male,86,Front,149,270,135,4.023
1580,0,-21,171,3,2005,1490,55,Passenger Car,55,Not Deployed,178,1,0,Male,74,Front,154,272,135,4.1888
1920,11,-4,171,4,2000,1360,45,Truck (<=6000 lbs.),55,Not Deployed,185,2,1,Male,84,Left,162,303,65,4.9086
2140,-10,-6,171,4,2007,1260,35,Truck (<=10000 lbs.),38,Not Deployed,185,0,1,Male,150,Right,163,300,185,4.89
1520,2,-9,171,5,2000,1130,35,Truck (<=6000 lbs.),35,Deployed,173,0,1,Male,77,Front,148,319,125,4.7212
1700,3,-16,171,6,2008,1790,30,Passenger Car,75,Deployed,173,0,1,Male,95,Front,165,287,125,4.7355
2230,0,13,171,6,2004,1860,45,Truck (<=10000 lbs.),29,Not Deployed,196,1,1,Male,127,Rear,168,365,315,6.132
1230,-3,16,171,7,2004,1180,40,Passenger Car,25,Deployed,191,1,1,Male,91,Rear,145,264,305,3.828
1390,0,-17,170,1,2001,1780,35,Passenger Car,23,Not Deployed,173,0,1,Male,77,Front,150,263,135,3.945
1190,-3,-19,170,2,2000,1340,45,Passenger Car,30,Not Deployed,175,0,1,Male,88,Front,146,255,145,3.723
1390,0,15,170,2,2008,1270,45,Truck (<=6000 lbs.),30,Not Deployed,180,0,1,Male,100,Rear,152,260,315,3.952
1500,-7,-19,170,2,2002,2060,30,Passenger Car,21,Deployed,178,0,1,Male,82,Front,152,275,155,4.18
1820,-8,-6,170,2,2000,1520,35,Passenger Car,53,Deployed,188,1,1,Male,86,Right,165,299,185,4.9335
1580,-3,-20,170,4,2006,1850,40,Passenger Car,36,Deployed,185,1,1,Male,104,Front,146,246,145,3.5916
2360,-10,-4,170,4,2003,1670,35,Truck (<=10000 lbs.),38,Not Deployed,160,0,1,Male,77,Right,165,353,205,5.8245
1570,0,14,170,5,2008,1130,65,Passenger Car,21,Not Deployed,170,1,1,Male,77,Rear,152,273,315,4.1496
1640,7,12,170,5,2002,1615,60,Passenger Car,26,Not Deployed,165,1,0,Male,77,Rear,151,270,345,4.077
1800,-4,-12,170,5,2001,1760,30,Truck (<=6000 lbs.),63,Not Deployed,163,0,1,Male,61,Front,156,333,155,5.1948
2400,-7,-2,170,7,2005,1320,40,Truck (<=10000 lbs.),24,Not Deployed,160,1,0,Male,77,Right,173,357,205,6.1761
1720,-11,0,169,2,2003,2020,35,Passenger Car,60,Not Deployed,168,0,0,Male,91,Right,152,275,225,4.18
1840,0,13,169,2,2007,1170,25,Truck (<=6000 lbs.),45,Deployed,185,1,1,Male,73,Rear,156,286,315,4.4616
1980,4,-10,169,2,2002,1440,70,Truck (<=6000 lbs.),40,Not Deployed,173,0,1,Male,79,Left,162,303,115,4.9086
1130,0,-19,169,3,2001,1615,60,Passenger Car,16,Not Deployed,170,0,1,Male,59,Front,147,262,135,3.8514
1480,9,-15,169,3,2011,1300,45,Passenger Car,44,Deployed,188,0,1,Male,109,Front,154,273,105,4.2042
2150,-1,-7,169,4,2007,1450,45,Truck (<=10000 lbs.),27,Not Deployed,180,1,1,Male,104,Front,172,400,145,6.88
2190,-20,-7,169,4,2000,1600,30,Truck (<=10000 lbs.),39,Deployed,193,0,0,Male,98,Right,166,302,205,5.0132
1490,0,-17,169,5,2002,1810,35,Truck (<=6000 lbs.),79,Deployed,168,0,1,Male,70,Front,155,262,135,4.061
1790,0,-18,169,5,2003,1430,45,Truck (<=6000 lbs.),40,Deployed,173,0,1,Male,68,Front,159,305,135,4.8495
1910,6,-16,169,5,2007,1780,30,Truck (<=6000 lbs.),25,Deployed,173,0,1,Male,76,Front,153,265,115,4.0545
1680,2,-12,169,6,2001,1100,35,Passenger Car,58,Not Deployed,180,0,1,Male,86,Front,152,280,125,4.256
1140,0,-24,168,2,2006,1630,35,Passenger Car,22,Not Deployed,180,0,1,Male,82,Front,146,260,135,3.796
1200,12,0,168,2,2005,1590,30,Passenger Car,63,Not Deployed,178,0,1,Male,104,Left,147,253,45,3.7191
1680,0,-27,168,2,2000,2290,60,Truck (<=6000 lbs.),46,Deployed,175,2,1,Male,78,Front,148,320,135,4.736
1160,4,-23,168,4,2001,1050,35,Passenger Car,47,Deployed,170,2,1,Male,109,Left,147,267,125,3.9249
1790,-7,-6,168,4,2004,1430,30,Truck (<=6000 lbs.),21,Not Deployed,178,1,0,Male,86,Front,152,333,185,5.0616
1940,0,-14,168,4,2002,1790,45,Truck (<=6000 lbs.),61,Not Deployed,183,0,1,Male,150,Front,153,270,135,4.131
1920,-5,-13,168,5,2002,1460,35,Truck (<=10000 lbs.),23,Not Deployed,175,0,1,Male,77,Front,167,365,155,6.0955
1140,0,-22,167,2,2002,1210,70,Passenger Car,25,Not Deployed,178,1,1,Male,75,Front,147,262,135,3.8514
1200,0,-23,167,2,2005,1350,45,Passenger Car,19,Deployed,183,1,1,Male,77,Front,148,261,135,3.8628
1310,0,20,167,2,2007,1360,30,Passenger Car,43,Not Deployed,185,0,1,Male,93,Rear,149,270,315,4.023
1470,0,-23,167,2,2006,1500,25,Truck (<=6000 lbs.),21,Deployed,175,2,1,Male,95,Front,148,237,135,3.5076
1530,8,-9,167,2,2000,940,40,Truck (<=6000 lbs.),18,Deployed,183,1,0,Male,82,Front,146,310,95,4.526
1590,-3,-19,167,2,2000,1580,40,Truck (<=6000 lbs.),20,Deployed,188,0,0,Male,109,Front,156,333,145,5.1948
1760,0,-15,167,2,2000,1490,45,Passenger Car,49,Not Deployed,183,0,1,Male,102,Front,151,284,135,4.2884
1980,14,-5,167,2,2001,1300,50,Truck (<=6000 lbs.),71,Deployed,178,1,1,Male,77,Left,162,303,65,4.9086
2100,8,-6,167,3,2000,1900,30,Passenger Car,23,Not Deployed,180,1,1,Male,79,Left,156,307,85,4.7892
1420,-12,-20,167,5,2003,1240,35,Truck (<=6000 lbs.),74,Deployed,198,1,1,Male,102,Front,154,262,165,4.0348
1520,-13,-7,167,5,2004,1060,40,Passenger Car,30,Not Deployed,170,0,1,Male,78,Right,158,276,195,4.3608
2260,0,20,167,5,2004,1820,45,Truck (<=10000 lbs.),62,Not Deployed,170,1,1,Male,82,Rear,159,328,315,5.2152
2560,-5,-13,167,5,2008,1410,50,Truck (<=10000 lbs.),41,Not Deployed,188,1,0,Male,113,Front,174,330,155,5.742
1090,0,-21,167,6,2002,1340,65,Passenger Car,39,Deployed,178,0,1,Male,75,Front,146,246,135,3.5916
1670,4,-21,166,1,2000,1900,25,Passenger Car,40,Not Deployed,183,0,0,Male,113,Front,152,280,125,4.256
1490,9,2,166,2,2004,1480,45,Truck (<=6000 lbs.),49,Not Deployed,175,1,1,Male,95,Left,147,320,35,4.704
1570,0,-16,166,2,2000,1920,55,Passenger Car,25,Deployed,163,0,1,Male,64,Front,158,287,135,4.5346
1580,0,-25,166,3,2002,1260,45,Passenger Car,17,Deployed,170,0,1,Male,77,Front,154,257,135,3.9578
1580,-10,-8,166,3,2002,2430,55,Passenger Car,42,Not Deployed,185,0,1,Male,77,Right,148,273,185,4.0404
1800,2,-10,166,4,2003,1260,40,Truck (<=6000 lbs.),60,Deployed,168,1,1,Male,86,Left,155,288,125,4.464
2540,0,-15,166,4,2004,1440,40,Truck (<=10000 lbs.),50,Not Deployed,178,0,1,Male,91,Front,171,367,135,6.2757
1240,8,-15,166,5,2005,2480,35,Passenger Car,50,Deployed,185,1,1,Male,95,Front,147,267,105,3.9249
1380,4,-24,166,5,2000,1100,45,Passenger Car,34,Not Deployed,160,1,1,Male,54,Left,150,271,125,4.065
1940,-11,-13,166,5,2004,1940,30,Truck (<=6000 lbs.),33,Not Deployed,188,0,1,Male,91,Right,168,303,175,5.0904
1500,-6,-11,165,2,2000,2170,55,Passenger Car,16,Deployed,173,1,1,Male,61,Front,154,257,165,3.9578
1520,4,-12,165,2,2007,2280,35,Passenger Car,18,Not Deployed,183,0,1,Male,91,Front,159,272,115,4.3248
1840,7,-6,165,2,2003,1530,30,Passenger Car,30,Not Deployed,170,1,0,Male,78,Left,164,292,85,4.7888
2340,-12,-7,165,3,2006,1750,25,Truck (<=10000 lbs.),50,Not Deployed,183,1,0,Male,91,Front,170,389,195,6.613
1280,0,-17,165,5,2004,1380,35,Passenger Car,59,Not Deployed,175,3,1,Male,95,Front,149,262,135,3.9038
1750,-3,-17,165,5,2006,1430,35,Truck (<=6000 lbs.),49,Deployed,178,0,1,Male,78,Front,168,357,145,5.9976
1310,0,15,164,2,2004,1240,30,Passenger Car,66,Not Deployed,180,1,1,Male,95,Rear,152,260,315,3.952
1450,3,-19,164,2,2001,1310,45,Truck (<=6000 lbs.),61,Deployed,170,1,1,Male,70,Front,147,237,125,3.4839
1690,5,-9,164,2,2004,1200,55,Passenger Car,33,Deployed,178,0,1,Male,91,Left,158,279,105,4.4082
1740,-6,-34,164,2,2004,1330,45,Truck (<=6000 lbs.),47,Deployed,178,1,1,Male,82,Front,153,265,145,4.0545
1730,0,-19,164,3,2003,1650,40,Truck (<=6000 lbs.),43,Deployed,188,0,1,Male,91,Front,148,320,135,4.736
1100,8,-13,164,4,2000,1170,55,Passenger Car,30,Not Deployed,170,0,1,Male,88,Left,147,262,105,3.8514
1410,6,-16,164,4,2005,2370,50,Passenger Car,49,Not Deployed,175,1,1,Male,79,Front,150,272,115,4.08
1570,5,-8,164,7,2000,1840,45,Passenger Car,23,Deployed,168,0,1,Male,82,Front,158,287,105,4.5346
900,5,-26,163,2,2000,1615,55,Passenger Car,17,Deployed,180,1,1,Male,77,Front,137,237,125,3.2469
1220,0,-20,163,2,2004,1700,25,Passenger Car,93,Not Deployed,168,0,1,Male,80,Front,147,262,135,3.8514
1300,-3,-15,163,2,2001,1190,35,Passenger Car,17,Not Deployed,180,1,1,Male,82,Front,151,262,145,3.9562
1410,-10,-6,163,2,2002,1350,25,Passenger Car,19,Not Deployed,175,1,1,Male,113,Right,150,263,195,3.945
1630,-3,16,163,2,2004,2510,45,Passenger Car,47,Not Deployed,178,0,1,Male,91,Rear,155,281,305,4.3555
1760,9,-3,163,2,2004,2030,25,Passenger Car,48,Not Deployed,180,0,1,Male,70,Front,156,276,65,4.3056
1790,6,10,163,2,2003,1590,30,Truck (<=6000 lbs.),18,Not Deployed,160,1,1,Male,61,Left,160,285,345,4.56
2060,-3,-8,163,2,2006,1250,35,Truck (<=10000 lbs.),37,Not Deployed,173,0,1,Male,95,Right,168,325,155,5.46
2850,9,-3,163,2,2001,2200,35,Truck (<=10000 lbs.),56,Not Deployed,183,1,1,Male,88,Left,174,352,65,6.1248
1490,1,-8,163,3,2006,1490,55,Passenger Car,32,Not Deployed,193,0,1,Male,113,Front,153,274,125,4.1922
1770,0,-19,163,3,2000,1620,40,Truck (<=6000 lbs.),40,Deployed,170,0,0,Male,78,Front,156,262,135,4.0872
1880,0,-22,163,3,2005,1550,65,Truck (<=6000 lbs.),39,Not Deployed,183,0,1,Male,61,Front,158,279,135,4.4082
1460,0,-17,163,4,2004,1650,35,Passenger Car,52,Deployed,170,0,1,Male,57,Front,151,256,135,3.8656
1490,-4,-22,163,4,2005,1410,25,Passenger Car,19,Deployed,170,0,1,Male,78,Front,153,270,145,4.131
1560,6,-7,163,4,2004,1470,25,Passenger Car,47,Not Deployed,175,1,1,Male,88,Left,155,282,95,4.371
2310,0,-25,163,4,2004,1860,45,Truck (<=6000 lbs.),34,Not Deployed,183,0,1,Male,77,Front,152,265,135,4.028
1380,0,-19,163,5,2001,1210,35,Passenger Car,80,Not Deployed,168,0,1,Male,63,Front,154,271,135,4.1734
2230,5,-14,163,6,2007,1210,35,Truck (<=10000 lbs.),35,Not Deployed,185,1,1,Male,102,Front,158,278,115,4.3924
1090,0,17,162,2,2005,1830,40,Truck (<=6000 lbs.),38,Not Deployed,175,2,1,Male,93,Rear,146,249,315,3.6354
1540,12,-2,162,2,2007,1680,30,Truck (<=6000 lbs.),79,Deployed,183,1,1,Male,100,Left,156,262,55,4.0872
1590,3,-9,162,2,2003,1260,40,Passenger Car,62,Deployed,170,0,1,Male,75,Front,158,287,115,4.5346
2090,0,-15,162,2,2004,2320,35,Truck (<=6000 lbs.),59,Not Deployed,185,1,1,Male,109,Front,158,287,135,4.5346
1530,21,-56,162,3,2003,1570,55,Passenger Car,32,Deployed,180,1,1,Male,68,Front,153,265,115,4.0545
1620,-8,-10,162,3,2000,1080,45,Passenger Car,80,Deployed,170,1,1,Male,64,Right,158,285,175,4.503
1350,2,-14,162,4,2007,1910,35,Passenger Car,27,Deployed,188,1,0,Male,82,Front,151,270,125,4.077
1390,-6,-15,162,4,2004,1500,35,Passenger Car,39,Deployed,170,2,0,Male,78,Front,150,272,155,4.08
1530,-6,-8,162,4,2000,1790,30,Passenger Car,19,Not Deployed,178,0,1,Male,77,Right,156,277,175,4.3212
1660,14,-12,162,4,2008,2480,55,Passenger Car,48,Not Deployed,185,0,1,Male,109,Left,153,285,85,4.3605
