GV_CURBWGT,GV_DVLAT,GV_DVLONG,GV_ENERGY,GV_LANES,GV_MODELYR,GV_OTVEHWGT,GV_SPLIMIT,GV_WGTCDTR,OA_AGE,OA_BAGDEPLY,OA_HEIGHT,OA_MAIS,OA_MANUSE,OA_SEX,OA_WEIGHT,VE_GAD1,VE_ORIGAVTW,VE_WHEELBAS,VE_PDOF_TR,GV_FOOTPRINT
1750,5,31,862,3,2008,1615,55,Truck (<=6000 lbs.),41,Deployed,157,1,1,Female,57,Rear,155,271,325,4.2005
1440,-15,-26,862,7,2003,1230,50,Passenger Car,30,Deployed,165,1,1,Female,54,Front,156,272,165,4.2432
1720,4,-24,861,2,2000,1120,25,Passenger Car,28,Deployed,168,1,1,Female,91,Front,163,291,125,4.7433
1260,0,-52,861,4,2001,1790,55,Passenger Car,54,Deployed,158,1,1,Female,54,Front,150,249,135,3.735
1570,0,33,859,4,2004,2230,45,Passenger Car,65,Not Deployed,157,1,1,Female,44,Rear,157,282,315,4.4274
1380,0,-41,858,5,2002,1460,65,Passenger Car,19,Deployed,163,1,1,Female,79,Front,155,272,135,4.216
1760,-11,-18,858,6,2004,1140,45,Truck (<=6000 lbs.),68,Deployed,175,1,1,Female,73,Front,157,272,165,4.2704
1380,0,-29,857,2,2001,1120,35,Passenger Car,29,Deployed,163,1,1,Female,64,Front,155,272,135,4.216
2300,-5,-28,857,2,2003,2470,25,Truck (<=6000 lbs.),40,Not Deployed,163,2,0,Female,61,Front,158,287,145,4.5346
1230,-18,-15,856,2,2009,1890,30,Passenger Car,26,Deployed,165,1,1,Female,68,Front,149,250,185,3.725
1470,0,-35,856,3,2003,1390,35,Passenger Car,24,Deployed,168,3,0,Female,59,Front,153,274,135,4.1922
1290,0,-31,855,2,2006,1340,45,Passenger Car,28,Deployed,157,1,0,Female,50,Front,146,259,135,3.7814
2530,4,-23,855,2,2007,1360,30,Truck (<=10000 lbs.),27,Deployed,183,0,1,Female,68,Front,167,295,125,4.9265
1640,-6,-34,855,5,2003,1680,45,Truck (<=6000 lbs.),17,Deployed,152,1,1,Female,64,Front,142,255,145,3.621
2300,5,-31,855,5,2000,1615,65,Truck (<=10000 lbs.),40,Deployed,150,2,1,Female,54,Front,166,303,125,5.0298
1190,5,-31,853,3,2010,1220,45,Passenger Car,26,Deployed,168,1,1,Female,76,Front,147,261,125,3.8367
1630,0,-45,853,7,2007,1730,35,Truck (<=6000 lbs.),65,Deployed,180,4,1,Female,116,Front,156,262,135,4.0872
1480,-6,-34,852,2,2001,3080,35,Passenger Car,41,Deployed,170,1,1,Female,78,Front,154,257,145,3.9578
2430,4,-25,852,2,2001,1330,45,Truck (<=6000 lbs.),41,Deployed,170,2,1,Female,78,Front,161,305,125,4.9105
1210,0,31,852,5,2001,1130,55,Passenger Car,22,Not Deployed,173,0,1,Female,52,Rear,145,264,315,3.828
1140,-33,-6,851,4,2001,1800,30,Passenger Car,26,Not Deployed,157,2,1,Female,59,Right,147,262,215,3.8514
1260,36,-13,850,2,2000,2720,35,Passenger Car,82,Deployed,163,3,1,Female,54,Left,150,271,65,4.065
1880,17,-10,850,2,2003,1680,30,Truck (<=6000 lbs.),64,Not Deployed,168,0,1,Female,68,Left,162,303,75,4.9086
1070,36,-21,849,2,2002,1650,50,Passenger Car,58,Deployed,165,3,1,Female,82,Left,143,260,75,3.718
1390,0,-39,849,2,2001,1200,50,Passenger Car,37,Deployed,168,0,1,Female,91,Front,150,272,135,4.08
1610,-32,-6,849,5,2011,1750,45,Truck (<=6000 lbs.),55,Not Deployed,170,0,1,Female,78,Right,155,262,215,4.061
1260,0,-38,848,2,2001,1180,55,Passenger Car,18,Deployed,165,1,1,Female,51,Front,155,272,135,4.216
1910,-8,-21,846,1,2005,1510,45,Truck (<=6000 lbs.),46,Not Deployed,152,0,1,Female,54,Front,152,265,155,4.028
1740,-19,-16,846,2,2005,1330,55,Truck (<=6000 lbs.),62,Not Deployed,157,1,1,Female,77,Right,158,305,185,4.819
1990,4,-22,846,3,2005,1300,45,Truck (<=6000 lbs.),43,Deployed,163,1,1,Female,66,Front,169,300,125,5.07
1660,-6,-34,846,4,2001,1380,45,Truck (<=6000 lbs.),46,Deployed,168,2,1,Female,91,Front,138,255,145,3.519
1810,16,-14,845,2,2006,1510,35,Passenger Car,52,Deployed,170,0,1,Female,78,Front,160,305,85,4.88
1380,6,-33,845,5,2003,1780,45,Passenger Car,33,Deployed,183,2,1,Female,104,Front,154,268,125,4.1272
1240,0,-41,844,2,2001,1570,55,Passenger Car,79,Deployed,170,5,1,Female,68,Front,147,253,135,3.7191
1370,7,-38,844,2,2002,1860,30,Passenger Car,53,Deployed,165,0,1,Female,90,Front,155,280,125,4.34
1470,-27,-17,844,3,2001,1660,45,Passenger Car,34,Not Deployed,175,2,1,Female,82,Right,147,273,195,4.0131
2390,-11,-19,844,5,2002,1690,35,Truck (<=10000 lbs.),32,Deployed,152,1,1,Female,66,Front,168,300,165,5.04
1970,12,-14,843,2,2006,1140,30,Truck (<=6000 lbs.),75,Deployed,155,1,1,Female,68,Front,162,288,95,4.6656
1330,-31,-11,843,4,2003,1890,45,Passenger Car,19,Not Deployed,165,0,1,Female,59,Right,150,267,205,4.005
1410,-10,-27,842,7,2004,2100,40,Passenger Car,41,Deployed,173,1,1,Female,93,Right,150,272,155,4.08
1520,34,-12,841,2,2000,2300,60,Passenger Car,46,Not Deployed,170,4,1,Female,104,Left,158,276,65,4.3608
1600,-31,-5,840,2,2003,2890,25,Passenger Car,52,Not Deployed,168,1,1,Female,59,Right,158,287,215,4.5346
3020,-8,-23,840,5,2008,2070,35,Truck (<=10000 lbs.),24,Not Deployed,163,1,1,Female,57,Front,174,396,155,6.8904
1460,-7,-19,838,4,2002,1300,40,Passenger Car,57,Not Deployed,168,1,1,Female,72,Right,153,257,155,3.9321
1730,-8,-42,838,5,2000,1490,45,Truck (<=6000 lbs.),28,Deployed,168,1,1,Female,70,Front,152,295,145,4.484
1370,30,-11,837,2,2000,1770,30,Passenger Car,76,Not Deployed,175,5,1,Female,91,Left,150,272,65,4.08
1390,0,37,837,3,2003,1900,35,Passenger Car,34,Not Deployed,168,1,1,Female,54,Rear,157,274,315,4.3018
1410,14,-17,837,3,2000,1300,35,Passenger Car,29,Not Deployed,160,3,1,Female,61,Left,150,272,95,4.08
1110,5,-31,837,6,2000,1750,40,Passenger Car,41,Deployed,168,1,1,Female,64,Front,143,260,125,3.718
1910,17,-48,836,2,2007,1390,45,Truck (<=6000 lbs.),19,Deployed,163,1,1,Female,75,Front,157,295,115,4.6315
2010,13,-16,835,3,2003,1100,35,Truck (<=6000 lbs.),42,Deployed,168,1,1,Female,59,Front,170,269,95,4.573
1510,-17,-14,834,2,2005,1600,55,Truck (<=6000 lbs.),49,Deployed,155,1,1,Female,93,Front,148,320,185,4.736
1550,5,-31,834,4,2009,1850,40,Passenger Car,27,Not Deployed,155,2,1,Female,48,Front,152,285,125,4.332
1850,6,-32,834,4,2004,2010,45,Truck (<=6000 lbs.),44,Deployed,178,3,0,Female,140,Front,162,303,125,4.9086
1620,5,-27,831,2,2001,1680,20,Passenger Car,70,Not Deployed,157,1,1,Female,98,Front,159,285,125,4.5315
1790,0,-29,831,4,2003,1430,25,Truck (<=6000 lbs.),55,Deployed,170,0,1,Female,78,Front,160,285,135,4.56
1430,6,-36,830,5,2005,1360,50,Passenger Car,21,Deployed,165,1,1,Female,64,Front,150,272,125,4.08
1130,0,-44,829,2,2003,1870,40,Passenger Car,21,Deployed,173,4,1,Female,73,Front,147,262,135,3.8514
1160,0,-25,829,2,2000,1090,25,Passenger Car,34,Deployed,170,2,1,Female,78,Front,147,267,135,3.9249
1500,-26,-15,829,3,2004,1970,35,Passenger Car,61,Not Deployed,173,1,1,Female,57,Right,156,274,195,4.2744
1430,23,-19,828,3,2000,1330,45,Passenger Car,19,Not Deployed,168,1,1,Female,57,Left,150,272,85,4.08
1330,0,-38,828,4,2007,1850,45,Passenger Car,68,Deployed,165,0,1,Female,68,Front,147,270,135,3.969
1790,14,-38,827,3,2000,1550,45,Truck (<=6000 lbs.),34,Deployed,160,1,1,Female,57,Front,162,303,115,4.9086
1530,6,-36,827,6,2005,1240,45,Passenger Car,40,Not Deployed,170,1,1,Female,61,Front,152,285,125,4.332
1490,10,-26,826,3,2007,1680,45,Passenger Car,31,Deployed,150,2,0,Female,48,Front,156,272,115,4.2432
1200,-6,36,826,4,2004,1615,55,Passenger Car,31,Not Deployed,160,1,1,Female,75,Rear,147,254,305,3.7338
1260,-18,-21,826,5,2009,1410,35,Passenger Car,23,Deployed,163,1,1,Female,68,Front,149,262,175,3.9038
1170,5,31,825,3,2005,1100,45,Passenger Car,34,Not Deployed,170,1,1,Female,78,Rear,147,267,325,3.9249
1310,-34,-6,824,2,2010,1200,30,Passenger Car,17,Deployed,173,1,1,Female,59,Right,153,265,215,4.0545
1070,-7,-42,824,3,2000,1615,30,Passenger Car,18,Deployed,160,3,0,Female,50,Front,148,262,145,3.8776
1300,-13,-23,824,3,2005,1520,25,Passenger Car,44,Not Deployed,168,3,0,Female,102,Front,148,262,165,3.8776
1460,0,27,824,3,2004,1310,70,Passenger Car,56,Not Deployed,157,1,1,Female,91,Rear,153,274,315,4.1922
1770,18,-10,823,5,2005,1220,45,Truck (<=6000 lbs.),51,Deployed,173,1,1,Female,64,Front,159,308,75,4.8972
1130,19,-33,822,2,2005,1790,55,Passenger Car,16,Deployed,178,1,1,Female,64,Front,147,260,105,3.822
2440,0,22,822,3,2004,1330,55,Truck (<=6000 lbs.),39,Not Deployed,173,1,1,Female,84,Rear,173,313,315,5.4149
1310,26,-15,821,2,2000,1790,35,Passenger Car,22,Not Deployed,163,3,0,Female,54,Left,150,270,75,4.05
2010,24,-14,821,2,2005,1460,30,Truck (<=6000 lbs.),53,Deployed,160,1,1,Female,68,Left,170,269,75,4.573
1870,7,-37,819,2,2005,2390,25,Truck (<=6000 lbs.),36,Deployed,170,3,1,Female,78,Front,162,303,125,4.9086
2000,0,-36,819,2,2004,1420,60,Truck (<=6000 lbs.),50,Deployed,152,0,1,Female,54,Front,168,303,135,5.0904
1210,6,-36,819,4,2009,1190,45,Passenger Car,31,Deployed,165,0,1,Female,84,Front,147,246,125,3.6162
1460,0,28,818,6,2002,1310,40,Passenger Car,72,Not Deployed,163,1,1,Female,68,Rear,154,272,315,4.1888
1570,25,-30,817,6,2008,1480,35,Passenger Car,43,Deployed,163,1,1,Female,57,Front,151,276,95,4.1676
1460,-6,33,816,1,2005,2010,15,Passenger Car,22,Not Deployed,165,1,1,Female,77,Rear,156,272,305,4.2432
1310,40,-14,814,2,2006,3010,30,Passenger Car,71,Not Deployed,170,3,1,Female,78,Left,149,270,65,4.023
1790,-26,-10,812,2,2003,3070,45,Truck (<=6000 lbs.),69,Not Deployed,152,1,1,Female,73,Right,159,305,205,4.8495
1060,-38,-7,812,3,2000,1870,35,Passenger Car,20,Deployed,160,1,1,Female,82,Right,142,260,215,3.692
1470,0,-40,812,4,2008,1490,35,Passenger Car,36,Deployed,170,0,1,Female,78,Front,157,280,135,4.396
1880,10,-30,811,2,2001,1600,45,Truck (<=6000 lbs.),60,Deployed,163,3,1,Female,113,Front,142,272,115,3.8624
1100,-40,0,811,4,2000,2110,35,Passenger Car,44,Not Deployed,168,0,1,Female,57,Right,147,261,225,3.8367
1460,-13,-35,811,5,2006,1920,35,Passenger Car,18,Deployed,170,1,1,Female,78,Front,153,274,155,4.1922
2090,-17,-10,811,7,2004,1180,45,Truck (<=6000 lbs.),40,Not Deployed,163,1,1,Female,64,Right,160,287,195,4.592
1360,0,31,809,4,2000,1610,55,Passenger Car,47,Not Deployed,170,0,1,Female,78,Rear,154,267,315,4.1118
1620,13,-37,808,2,2000,1810,55,Passenger Car,74,Deployed,163,3,1,Female,73,Front,158,285,115,4.503
1400,14,-24,808,5,2003,1580,35,Passenger Car,34,Deployed,170,1,1,Female,70,Front,150,272,105,4.08
2150,6,-35,808,5,2002,1240,55,Truck (<=10000 lbs.),23,Deployed,168,2,1,Female,41,Front,157,295,125,4.6315
1690,-23,-14,806,2,2002,1780,50,Passenger Car,40,Not Deployed,170,0,1,Female,77,Right,154,291,195,4.4814
1890,-5,-27,805,4,2003,1220,35,Truck (<=6000 lbs.),45,Deployed,152,1,1,Female,59,Front,162,302,145,4.8924
1790,24,-20,804,2,2006,1820,55,Truck (<=6000 lbs.),49,Deployed,163,1,1,Female,100,Front,160,285,85,4.56
1980,7,-20,804,4,2004,1870,50,Truck (<=6000 lbs.),37,Deployed,165,1,1,Female,77,Front,168,300,115,5.04
1180,29,-17,803,4,2000,2350,45,Passenger Car,27,Not Deployed,168,3,0,Female,64,Left,145,264,75,3.828
1350,5,-28,803,4,2001,1140,45,Passenger Car,69,Not Deployed,160,1,1,Female,86,Front,154,266,125,4.0964
1920,-3,-18,802,2,2004,1010,35,Truck (<=10000 lbs.),50,Deployed,165,0,1,Female,83,Front,167,364,145,6.0788
1820,-9,-25,801,4,2000,2010,55,Truck (<=6000 lbs.),33,Deployed,168,3,0,Female,82,Front,149,283,155,4.2167
1500,0,38,801,5,2003,1960,35,Passenger Car,63,Not Deployed,160,1,1,Female,73,Rear,157,274,315,4.3018
990,-30,-35,799,4,2003,1630,45,Passenger Car,22,Deployed,168,1,1,Female,41,Right,143,244,175,3.4892
1390,24,-42,798,2,2003,1870,45,Truck (<=6000 lbs.),54,Deployed,160,1,1,Female,73,Left,149,251,105,3.7399
1200,-19,-23,798,4,2003,1120,40,Passenger Car,48,Deployed,168,1,1,Female,60,Front,145,264,175,3.828
1150,5,-31,797,2,2007,1460,40,Passenger Car,19,Deployed,163,1,1,Female,64,Front,144,248,125,3.5712
1420,-15,-41,797,4,2002,1460,35,Passenger Car,21,Deployed,152,1,1,Female,48,Front,154,272,155,4.1888
1410,15,-26,796,3,2005,1510,35,Passenger Car,28,Deployed,175,1,1,Female,95,Front,155,267,105,4.1385
1560,-27,-16,796,4,2006,1630,15,Truck (<=6000 lbs.),52,Not Deployed,157,1,1,Female,59,Right,155,266,195,4.123
1380,7,-37,795,2,2001,1570,55,Passenger Car,33,Deployed,165,1,1,Female,91,Front,151,272,125,4.1072
1520,23,13,795,2,2001,1570,50,Passenger Car,79,Not Deployed,168,5,1,Female,61,Left,158,276,15,4.3608
1590,-5,-26,795,4,2004,1540,35,Passenger Car,37,Deployed,147,3,1,Female,48,Front,150,285,145,4.275
1750,0,30,795,4,2002,1760,55,Truck (<=6000 lbs.),40,Not Deployed,160,1,1,Female,73,Rear,139,255,315,3.5445
2090,-16,-28,795,4,2005,1510,45,Truck (<=10000 lbs.),37,Deployed,168,1,1,Female,82,Front,166,326,165,5.4116
1410,-17,-29,793,2,2003,1530,50,Passenger Car,83,Deployed,165,3,1,Female,63,Front,150,272,165,4.08
1390,-10,-24,793,3,2001,1530,40,Passenger Car,43,Deployed,168,1,1,Female,71,Front,151,272,155,4.1072
1920,-5,-30,793,3,2002,2720,70,Truck (<=10000 lbs.),32,Not Deployed,165,1,1,Female,73,Front,166,352,145,5.8432
1480,14,-24,793,4,2001,1615,35,Passenger Car,61,Deployed,157,1,1,Female,54,Front,153,257,105,3.9321
1800,0,25,793,4,2008,1720,45,Truck (<=6000 lbs.),34,Not Deployed,173,0,1,Female,79,Rear,164,287,315,4.7068
1530,10,-27,793,6,2002,1730,45,Passenger Car,69,Deployed,165,3,1,Female,68,Front,156,277,115,4.3212
1620,-5,-28,793,6,2006,1780,45,Passenger Car,24,Deployed,165,1,1,Female,77,Front,154,271,145,4.1734
1470,-21,-8,792,4,2008,1630,45,Passenger Car,26,Deployed,183,1,1,Female,79,Front,150,258,205,3.87
1160,11,-31,792,5,2004,1640,45,Passenger Car,26,Deployed,168,1,1,Female,67,Front,147,260,115,3.822
1520,6,-36,791,2,2002,2090,40,Truck (<=6000 lbs.),27,Deployed,155,3,1,Female,45,Front,144,265,125,3.816
1070,7,-40,791,5,2000,1110,45,Passenger Car,21,Deployed,183,1,0,Female,68,Front,148,262,125,3.8776
1530,26,-15,790,2,2002,1190,25,Passenger Car,31,Not Deployed,165,3,1,Female,52,Left,156,281,75,4.3836
2190,5,-30,789,4,2002,1600,35,Truck (<=10000 lbs.),40,Deployed,163,1,1,Female,59,Front,167,295,125,4.9265
1150,-7,-40,789,5,2003,1615,45,Passenger Car,52,Deployed,170,2,1,Female,68,Front,147,262,145,3.8514
1780,-11,-29,788,2,2001,1880,40,Truck (<=6000 lbs.),41,Deployed,170,2,0,Female,78,Front,159,290,155,4.611
1330,-11,-31,788,4,2004,1550,40,Passenger Car,19,Deployed,157,1,1,Female,48,Front,142,260,155,3.692
1130,6,-33,787,2,2007,1120,65,Passenger Car,32,Deployed,180,1,1,Female,73,Front,145,245,125,3.5525
1380,10,-27,787,2,2005,1280,45,Passenger Car,33,Not Deployed,165,1,1,Female,64,Front,153,280,115,4.284
1520,-24,-9,787,4,2007,2320,50,Passenger Car,21,Not Deployed,165,1,1,Female,73,Right,160,272,205,4.352
1570,9,-53,787,4,2006,1550,55,Passenger Car,16,Deployed,163,2,1,Female,49,Front,150,272,125,4.08
1440,-29,-17,787,5,2002,2280,35,Passenger Car,61,Deployed,170,3,1,Female,86,Right,156,272,195,4.2432
1790,12,-20,787,5,2004,1310,45,Truck (<=6000 lbs.),18,Deployed,175,1,1,Female,54,Front,159,305,105,4.8495
1520,0,-49,786,2,2001,1180,30,Passenger Car,25,Deployed,173,1,1,Female,64,Front,158,276,135,4.3608
1320,-18,-21,784,3,2007,1615,55,Passenger Car,35,Deployed,170,0,1,Female,78,Front,153,285,175,4.3605
1880,13,-22,784,5,2000,1630,35,Truck (<=6000 lbs.),38,Deployed,170,1,0,Female,61,Front,146,272,105,3.9712
1390,0,33,783,2,2007,1780,30,Passenger Car,79,Not Deployed,168,1,1,Female,75,Rear,153,268,315,4.1004
1160,-5,-30,783,3,2000,1430,45,Passenger Car,20,Deployed,160,1,1,Female,48,Front,149,262,145,3.9038
1050,7,-37,783,4,2002,1860,50,Passenger Car,50,Deployed,163,1,1,Female,68,Front,144,248,125,3.5712
1580,-12,-32,782,5,2008,1970,35,Passenger Car,25,Deployed,173,1,1,Female,127,Front,156,281,155,4.3836
1550,15,-18,781,2,2006,1130,25,Passenger Car,51,Deployed,160,0,1,Female,75,Front,154,305,95,4.697
1120,7,-37,781,3,2001,2140,55,Passenger Car,26,Deployed,168,1,1,Female,77,Front,144,250,125,3.6
2210,-5,-29,781,7,2007,1140,45,Truck (<=6000 lbs.),32,Deployed,165,1,1,Female,83,Front,157,285,145,4.4745
1870,16,-29,780,3,2008,1320,40,Truck (<=6000 lbs.),58,Deployed,180,1,1,Female,132,Front,162,270,105,4.374
1430,5,-30,780,4,2000,1760,45,Truck (<=6000 lbs.),59,Not Deployed,170,0,1,Female,78,Front,139,295,125,4.1005
1720,0,-33,780,4,2000,1615,30,Truck (<=6000 lbs.),22,Deployed,165,2,1,Female,68,Front,156,262,135,4.0872
1580,5,-29,780,6,2001,1710,45,Passenger Car,34,Deployed,168,1,1,Female,97,Front,152,275,125,4.18
1520,-9,-24,779,5,2006,1260,45,Passenger Car,62,Deployed,152,1,1,Female,64,Front,157,273,155,4.2861
1260,-5,31,777,3,2004,1580,45,Passenger Car,20,Not Deployed,165,1,0,Female,57,Rear,145,264,305,3.828
1570,5,-31,777,3,2004,1710,50,Passenger Car,67,Deployed,165,1,1,Female,73,Front,156,284,125,4.4304
1230,-17,-21,777,4,2003,1460,45,Passenger Car,24,Deployed,160,1,1,Female,64,Front,150,260,175,3.9
1490,-13,-35,777,4,2006,1840,35,Passenger Car,23,Deployed,152,1,1,Female,64,Front,156,285,155,4.446
1360,-27,-22,777,5,2003,1640,40,Truck (<=6000 lbs.),66,Not Deployed,160,1,1,Female,117,Right,146,248,185,3.6208
980,6,-34,776,2,2000,920,40,Passenger Car,20,Deployed,160,3,0,Female,91,Front,147,242,125,3.5574
1150,-15,-26,776,2,2007,1200,30,Passenger Car,19,Deployed,160,1,1,Female,57,Front,144,248,165,3.5712
1200,-15,-41,776,3,2003,1650,35,Passenger Car,26,Deployed,168,1,1,Female,52,Front,145,248,155,3.596
1590,0,-33,776,4,2006,2270,35,Passenger Car,54,Deployed,160,3,0,Female,72,Front,156,281,135,4.3836
1400,23,-14,774,2,2001,1320,55,Passenger Car,42,Not Deployed,160,3,1,Female,68,Left,150,272,75,4.08
1650,26,-15,774,3,2009,1460,35,Passenger Car,48,Not Deployed,165,1,0,Female,76,Left,153,285,75,4.3605
1500,-20,-12,773,3,2008,1510,45,Truck (<=6000 lbs.),32,Deployed,170,1,1,Female,67,Front,148,262,195,3.8776
1110,-9,-50,772,2,2006,1490,45,Truck (<=6000 lbs.),54,Deployed,168,1,1,Female,87,Front,144,250,145,3.6
1550,-33,6,772,2,2011,2390,35,Passenger Car,51,Not Deployed,165,1,1,Female,73,Right,157,277,235,4.3489
1200,0,-62,772,4,2006,2030,40,Passenger Car,80,Deployed,157,2,1,Female,57,Front,147,262,135,3.8514
1220,-11,-31,772,5,2003,1230,55,Passenger Car,40,Deployed,175,1,1,Female,127,Front,152,262,155,3.9824
1520,-29,5,771,2,2003,1280,30,Passenger Car,36,Not Deployed,160,1,1,Female,59,Right,158,276,235,4.3608
1630,-12,-20,771,2,2007,1210,35,Passenger Car,26,Deployed,173,1,0,Female,113,Front,158,281,165,4.4398
1190,34,-29,771,4,2000,1890,45,Passenger Car,38,Deployed,168,5,1,Female,91,Left,145,264,85,3.828
1820,0,37,771,5,2004,2610,50,Truck (<=6000 lbs.),53,Not Deployed,155,1,1,Female,61,Rear,151,269,315,4.0619
2140,8,-21,771,5,2000,1710,40,Truck (<=10000 lbs.),19,Deployed,175,2,1,Female,75,Front,167,364,115,6.0788
1560,-5,-26,770,2,2002,1790,35,Passenger Car,25,Not Deployed,170,1,1,Female,98,Front,157,277,145,4.3489
1290,6,-36,770,4,2001,1615,55,Passenger Car,44,Deployed,170,1,1,Female,78,Front,150,262,125,3.93
1380,0,-31,769,2,2005,1240,35,Passenger Car,29,Deployed,163,1,1,Female,54,Front,155,280,135,4.34
1750,19,-22,769,3,2000,2050,35,Truck (<=6000 lbs.),18,Deployed,168,3,1,Female,136,Left,162,303,95,4.9086
1510,-5,-31,768,4,2002,1615,35,Passenger Car,50,Deployed,160,2,1,Female,61,Front,155,272,145,4.216
1510,0,33,767,2,2004,2270,50,Passenger Car,29,Not Deployed,170,1,1,Female,78,Rear,150,266,315,3.99
1570,-24,9,767,2,2008,1300,45,Passenger Car,56,Not Deployed,160,1,1,Female,108,Right,152,285,245,4.332
1860,17,-14,767,4,2003,1550,35,Truck (<=6000 lbs.),18,Deployed,168,3,1,Female,54,Left,151,269,85,4.0619
2050,0,-25,767,5,2004,1630,45,Truck (<=6000 lbs.),45,Not Deployed,157,1,1,Female,73,Front,158,287,135,4.5346
1480,27,-22,766,2,2007,1990,45,Passenger Car,22,Not Deployed,168,3,1,Female,64,Left,151,258,85,3.8958
1360,10,-28,766,4,2003,1980,40,Truck (<=6000 lbs.),34,Deployed,170,0,1,Female,78,Front,149,320,115,4.768
1660,12,-21,766,5,2005,1080,35,Truck (<=6000 lbs.),63,Deployed,160,1,1,Female,41,Front,156,286,105,4.4616
1650,0,38,765,2,2007,2050,55,Truck (<=6000 lbs.),54,Not Deployed,165,1,1,Female,94,Rear,155,271,315,4.2005
1200,7,-42,765,4,2006,1870,45,Passenger Car,26,Deployed,165,1,1,Female,98,Front,147,253,125,3.7191
2030,-35,0,765,4,2005,2380,45,Truck (<=10000 lbs.),23,Not Deployed,175,1,1,Female,70,Right,160,334,225,5.344
1130,-21,-12,764,3,2002,2180,50,Passenger Car,19,Not Deployed,160,2,1,Female,73,Front,147,262,195,3.8514
1160,19,-23,764,3,2009,1830,30,Passenger Car,86,Not Deployed,157,1,1,Female,73,Left,148,250,95,3.7
1230,-31,-5,763,4,2002,1800,35,Passenger Car,23,Not Deployed,157,1,1,Female,70,Right,147,256,215,3.7632
1880,0,-34,763,5,2002,1250,35,Truck (<=6000 lbs.),71,Deployed,168,1,1,Female,64,Front,142,272,135,3.8624
1160,-29,-17,763,7,2003,1600,40,Passenger Car,23,Not Deployed,165,1,1,Female,48,Right,147,260,195,3.822
2300,0,-22,762,2,2000,2430,45,Truck (<=10000 lbs.),36,Deployed,155,1,1,Female,68,Front,173,343,135,5.9339
1510,-21,-17,762,3,2003,2040,35,Passenger Car,16,Deployed,168,0,1,Female,60,Right,157,276,185,4.3332
2000,0,21,762,3,2003,1210,35,Truck (<=6000 lbs.),55,Not Deployed,178,0,1,Female,61,Rear,154,270,315,4.158
1430,0,35,762,4,2006,2280,40,Passenger Car,23,Deployed,175,1,1,Female,64,Rear,155,280,315,4.34
1500,31,-5,762,5,2005,1710,30,Passenger Car,68,Not Deployed,150,0,1,Female,86,Left,157,276,55,4.3332
1230,25,-21,760,2,2003,1440,25,Passenger Car,86,Deployed,165,3,1,Female,59,Left,152,259,85,3.9368
1400,0,-40,760,2,2002,1380,35,Passenger Car,62,Deployed,150,0,1,Female,91,Front,150,272,135,4.08
1290,11,-29,760,4,2000,1470,40,Passenger Car,22,Deployed,157,2,0,Female,60,Front,150,262,115,3.93
1990,8,-21,759,5,2006,1980,40,Passenger Car,56,Deployed,165,2,1,Female,101,Front,157,309,115,4.8513
3490,0,19,758,5,2001,1430,40,Truck (<=10000 lbs.),39,Not Deployed,165,0,1,Female,64,Rear,174,348,315,6.0552
1380,-5,30,757,1,2000,1040,45,Passenger Car,20,Not Deployed,165,1,1,Female,64,Rear,151,272,305,4.1072
1600,0,-31,757,3,2005,1160,45,Passenger Car,30,Deployed,163,1,1,Female,61,Front,156,281,135,4.3836
1160,0,-40,756,2,2005,1220,35,Passenger Car,49,Deployed,155,2,1,Female,57,Front,147,262,135,3.8514
1420,14,-24,756,2,2000,1170,40,Passenger Car,18,Deployed,165,3,1,Female,57,Left,150,272,105,4.08
1250,0,47,756,3,2005,1530,50,Passenger Car,24,Not Deployed,163,1,1,Female,82,Rear,152,264,315,4.0128
1480,24,-28,756,3,2003,1310,35,Truck (<=6000 lbs.),23,Deployed,170,2,1,Female,57,Front,153,262,95,4.0086
2050,16,-28,755,2,2001,1530,40,Truck (<=10000 lbs.),32,Deployed,168,1,1,Female,61,Left,157,295,105,4.6315
1460,-20,-17,755,4,2004,1760,45,Passenger Car,53,Not Deployed,157,1,1,Female,68,Front,156,274,185,4.2744
1620,-17,-21,755,4,2004,1420,50,Passenger Car,86,Deployed,163,5,1,Female,55,Right,159,285,175,4.5315
1120,7,40,754,4,2000,1690,40,Passenger Car,22,Not Deployed,173,1,0,Female,68,Rear,148,260,325,3.848
1520,18,-31,753,3,2001,1300,25,Passenger Car,51,Deployed,165,2,1,Female,107,Front,158,276,105,4.3608
1550,15,-41,753,4,2006,1580,50,Passenger Car,25,Deployed,170,1,1,Female,57,Left,151,276,115,4.1676
1160,-28,-24,752,2,2000,1790,55,Passenger Car,20,Not Deployed,155,1,1,Female,41,Right,148,267,185,3.9516
1810,-4,24,752,2,2000,1300,35,Passenger Car,60,Not Deployed,165,1,1,Female,91,Rear,159,293,305,4.6587
1190,24,-20,752,3,2000,1890,50,Passenger Car,38,Deployed,157,4,1,Female,113,Left,147,254,85,3.7338
1180,10,-27,752,4,2006,1440,40,Passenger Car,36,Deployed,168,1,0,Female,79,Front,147,260,115,3.822
